GMGC10.012_462_700.FOSB	GMGC10.95nr_block_0008	fosA	fosfomycin resistance glutathione transferase FosA	ncbi	2021-Mar-27	NG_050405.1	abricate	abricate 1.0.1	94.35			2	426					+		99.77						FOSFOMYCIN
GMGC10.022_754_984.AACA7	GMGC10.95nr_block_0008	aac(6')_Serra	aminoglycoside 6'-N-acetyltransferase	ncbi	2021-Mar-27	NG_052190.1	abricate	abricate 1.0.1	98.41			1	441					+		100.0						AMINOGLYCOSIDE
GMGC10.002_282_021.FOSB	GMGC10.95nr_block_0009	fosA4	fosfomycin resistance glutathione transferase FosA4	ncbi	2021-Mar-27	NG_050408.1	abricate	abricate 1.0.1	100.0			61	477					+		100.0						FOSFOMYCIN
GMGC10.016_795_782.FOLA	GMGC10.95nr_block_0009	dfr7	trimethoprim-resistant dihydrofolate reductase Dfr7	ncbi	2021-Mar-27	NG_047674.1	abricate	abricate 1.0.1	100.0			1	474					+		100.0						TRIMETHOPRIM
GMGC10.024_792_322.GPT	GMGC10.95nr_block_0009	tet(34)	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	ncbi	2021-Mar-27	NG_048129.1	abricate	abricate 1.0.1	83.26			1	465					+		99.78						TETRACYCLINE
GMGC10.044_194_730.FOSB	GMGC10.95nr_block_0009	fosA	fosfomycin resistance glutathione transferase FosA	ncbi	2021-Mar-27	NG_050405.1	abricate	abricate 1.0.1	94.6			1	425					+		99.77						FOSFOMYCIN
GMGC10.017_426_718.UNKNOWN	GMGC10.95nr_block_0010	dfrA16	trimethoprim-resistant dihydrofolate reductase DfrA16	ncbi	2021-Mar-27	NG_047706.1	abricate	abricate 1.0.1	100.0			16	489					+		100.0						TRIMETHOPRIM
GMGC10.034_105_239.FOLA	GMGC10.95nr_block_0010	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	ncbi	2021-Mar-27	NG_047689.1	abricate	abricate 1.0.1	99.8			1	498					+		100.0						TRIMETHOPRIM
GMGC10.001_965_233.UNKNOWN	GMGC10.95nr_block_0011	aac(3)-Ia	aminoglycoside N-acetyltransferase AAC(3)-Ia	ncbi	2021-Mar-27	NG_047234.1	abricate	abricate 1.0.1	100.0			70	534					+		100.0						GENTAMICIN
GMGC10.008_716_199.FOSB	GMGC10.95nr_block_0011	fosA-354827590	FosA family fosfomycin resistance glutathione transferase	ncbi	2021-Mar-27	NG_047883.1	abricate	abricate 1.0.1	99.27			1	407					+		99.75						FOSFOMYCIN
GMGC10.013_584_186.UNKNOWN	GMGC10.95nr_block_0011	satA_Ba	streptothricin N-acetyltransferase SatA	ncbi	2021-Mar-27	NG_064661.1	abricate	abricate 1.0.1	86.18			1	549					+		98.2						STREPTOTHRICIN
GMGC10.026_450_829.UNKNOWN	GMGC10.95nr_block_0011	satA_Ba	streptothricin N-acetyltransferase SatA	ncbi	2021-Mar-27	NG_064661.1	abricate	abricate 1.0.1	87.43			1	549					+		98.38						STREPTOTHRICIN
GMGC10.027_315_430.COPY	GMGC10.95nr_block_0011	blaI_of_Z	penicillinase repressor BlaI	ncbi	2021-Mar-27	NG_047499.1	abricate	abricate 1.0.1	99.06			222	540					+		83.73						BETA-LACTAM
GMGC10.045_851_322.FOSB	GMGC10.95nr_block_0012	fosB-Saur	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	ncbi	2021-Mar-27	NG_065844.1	abricate	abricate 1.0.1	99.76			151	570					+		100.0						FOSFOMYCIN
GMGC10.019_094_448.ARR	GMGC10.95nr_block_0013	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	ncbi	2021-Mar-27	NG_048581.1	abricate	abricate 1.0.1	100.0			175	627					+		100.0						RIFAMYCIN
GMGC10.046_491_896.VANX	GMGC10.95nr_block_0013	vanX-D	D-Ala-D-Ala dipeptidase VanX-D	ncbi	2021-Mar-27	NG_048492.1	abricate	abricate 1.0.1	94.09			1	609					+		100.0						VANCOMYCIN
GMGC10.004_935_650.QNR	GMGC10.95nr_block_0014	qnrA7	quinolone resistance pentapeptide repeat protein QnrA7	ncbi	2021-Mar-27	NG_050468.1	abricate	abricate 1.0.1	99.39			1	657					+		100.0						QUINOLONE
GMGC10.008_697_088.QNR	GMGC10.95nr_block_0014	qnrB69	quinolone resistance pentapeptide repeat protein QnrB69	ncbi	2021-Mar-27	NG_050532.1	abricate	abricate 1.0.1	99.53			4	648					+		100.0						QUINOLONE
GMGC10.009_246_115.QNR	GMGC10.95nr_block_0014	qnrD1	quinolone resistance pentapeptide repeat protein QnrD1	ncbi	2021-Mar-27	NG_050541.1	abricate	abricate 1.0.1	83.12			6	638					+		98.14						QUINOLONE
GMGC10.013_803_835.QNR	GMGC10.95nr_block_0014	qnrE1	quinolone resistance pentapeptide repeat protein QnrE1	ncbi	2021-Mar-27	NG_054677.1	abricate	abricate 1.0.1	89.42			1	643					+		99.69						QUINOLONE
GMGC10.017_125_452.CAT	GMGC10.95nr_block_0014	catA2	type A-2 chloramphenicol O-acetyltransferase CatII	ncbi	2021-Mar-27	NG_047594.1	abricate	abricate 1.0.1	97.66			1	642					+		100.0						CHLORAMPHENICOL
GMGC10.021_864_444.CAT	GMGC10.95nr_block_0014	catA4	type A-4 chloramphenicol O-acetyltransferase	ncbi	2021-Mar-27	NG_047569.1	abricate	abricate 1.0.1	93.36			1	647					+		98.78						CHLORAMPHENICOL
GMGC10.023_063_812.QNR	GMGC10.95nr_block_0014	qnrB38	quinolone resistance pentapeptide repeat protein QnrB38	ncbi	2021-Mar-27	NG_050500.1	abricate	abricate 1.0.1	99.69			1	645					+		100.0						QUINOLONE
GMGC10.024_791_524.YISX	GMGC10.95nr_block_0014	qnrS5	quinolone resistance pentapeptide repeat protein QnrS5	ncbi	2021-Mar-27	NG_050546.1	abricate	abricate 1.0.1	97.26			1	656					+		99.85						QUINOLONE
GMGC10.033_308_114.UNKNOWN	GMGC10.95nr_block_0014	aac(6')-Ib4	aminoglycoside N-acetyltransferase AAC(6')-Ib4	ncbi	2021-Mar-27	NG_051844.1	abricate	abricate 1.0.1	100.0			76	630					+		100.0						GENTAMICIN
GMGC10.043_148_344.VATB	GMGC10.95nr_block_0014	vat(I)	streptogramin A O-acetyltransferase Vat(I)	ncbi	2021-Mar-27	NG_055656.1	abricate	abricate 1.0.1	90.08			1	625					+		98.74						STREPTOGRAMIN
GMGC10.008_323_280.UNKNOWN	GMGC10.95nr_block_0015	aac(6')-Ib-G	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	ncbi	2021-Mar-27	NG_051697.1	abricate	abricate 1.0.1	100.0			124	678					+		100.0						GENTAMICIN
GMGC10.026_569_308.UNKNOWN	GMGC10.95nr_block_0015	vat(E)	streptogramin A O-acetyltransferase Vat(E)	ncbi	2021-Mar-27	NG_048542.2	abricate	abricate 1.0.1	95.66			1	618					+		95.81						STREPTOGRAMIN
GMGC10.002_068_128.UNKNOWN	GMGC10.95nr_block_0016	aac(6')-Ib-AKT	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	ncbi	2021-Mar-27	NG_052262.1	abricate	abricate 1.0.1	99.82			163	717					+		100.0						AMIKACIN;KANAMYCIN;TOBRAMYCIN
GMGC10.002_425_308.FOLA	GMGC10.95nr_block_0016	dfrA7	trimethoprim-resistant dihydrofolate reductase DfrA7	ncbi	2021-Mar-27	NG_047737.1	abricate	abricate 1.0.1	100.0			229	702					+		100.0						TRIMETHOPRIM
GMGC10.013_153_846.UNKNOWN	GMGC10.95nr_block_0016	vanR-G	VanG-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_048411.1	abricate	abricate 1.0.1	100.0			1	708					+		100.0						VANCOMYCIN
GMGC10.017_823_754.VANR	GMGC10.95nr_block_0016	vanR-I	VanI-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_055642.1	abricate	abricate 1.0.1	90.82			10	706					+		99.71						VANCOMYCIN
GMGC10.032_275_068.VANR	GMGC10.95nr_block_0016	vanR-I	VanI-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_055642.1	abricate	abricate 1.0.1	88.23			10	706					+		99.71						VANCOMYCIN
GMGC10.034_236_591.UNKNOWN	GMGC10.95nr_block_0016	vanR-D	VanD-type vancomycin resistance DNA-binding response regulator VanR	ncbi	2021-Mar-27	NG_048400.1	abricate	abricate 1.0.1	99.71			1	699					+		100.0						VANCOMYCIN
GMGC10.007_258_329.UNKNOWN	GMGC10.95nr_block_0017	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	ncbi	2021-Mar-27	NG_047387.1	abricate	abricate 1.0.1	100.0			217	750					+		100.0						GENTAMICIN;KANAMYCIN;TOBRAMYCIN
GMGC10.007_657_999.ERMA	GMGC10.95nr_block_0017	erm(G)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G)	ncbi	2021-Mar-27	NG_047827.1	abricate	abricate 1.0.1	80.44			1	731					+		99.46						MACROLIDE
GMGC10.019_639_172.CPHA	GMGC10.95nr_block_0017	cphA4	subclass B2 metallo-beta-lactamase CphA4	ncbi	2021-Mar-27	NG_050397.1	abricate	abricate 1.0.1	96.05			1	758					+		99.08						CARBAPENEM
GMGC10.023_254_505.AADA	GMGC10.95nr_block_0017	ant(9)-Ib	aminoglycoside nucleotidyltransferase ANT(9)-Ib	ncbi	2021-Mar-27	NG_047398.1	abricate	abricate 1.0.1	100.0			1	753					+		98.05						SPECTINOMYCIN
GMGC10.034_769_657.UNKNOWN	GMGC10.95nr_block_0017	blaOXA-576	class D beta-lactamase OXA-576	ncbi	2021-Mar-27	NG_066510.1	abricate	abricate 1.0.1	99.87			1	747					+		100.0						BETA-LACTAM
GMGC10.002_375_744.QNR	GMGC10.95nr_block_0018	qnrA2	quinolone resistance pentapeptide repeat protein QnrA2	ncbi	2021-Mar-27	NG_050463.1	abricate	abricate 1.0.1	100.0			109	765					+		100.0						QUINOLONE
GMGC10.008_822_727.AADA	GMGC10.95nr_block_0018	aadA6	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	ncbi	2021-Mar-27	NG_052539.1	abricate	abricate 1.0.1	100.0			1	792					+		100.0						STREPTOMYCIN
GMGC10.016_799_665.STRA	GMGC10.95nr_block_0018	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	ncbi	2021-Mar-27	NG_047448.1	abricate	abricate 1.0.1	99.87			1	780					+		100.0						AMIKACIN;KANAMYCIN
GMGC10.022_710_240.NEO	GMGC10.95nr_block_0018	aph(3')-IIb	aminoglycoside O-phosphotransferase APH(3')-IIb	ncbi	2021-Mar-27	NG_047424.1	abricate	abricate 1.0.1	98.73			1	786					+		97.27						KANAMYCIN
GMGC10.039_050_043.KNT	GMGC10.95nr_block_0018	ant(4')-Ia	aminoglycoside O-nucleotidyltransferase ANT(4')-Ia	ncbi	2021-Mar-27	NG_047375.1	abricate	abricate 1.0.1	95.2			1	771					+		100.0						KANAMYCIN;TOBRAMYCIN
GMGC10.002_743_408.YBXI	GMGC10.95nr_block_0020	blaOXA-274	class D beta-lactamase OXA-274	ncbi	2021-Mar-27	NG_049571.1	abricate	abricate 1.0.1	100.0			1	846					+		100.0						BETA-LACTAM
GMGC10.013_153_844.UNKNOWN	GMGC10.95nr_block_0020	vanY-G1	D-Ala-D-Ala carboxypeptidase VanY-G1	ncbi	2021-Mar-27	NG_048528.1	abricate	abricate 1.0.1	100.0			1	840					+		100.0						VANCOMYCIN
GMGC10.013_154_098.VANW	GMGC10.95nr_block_0020	vanW-G	glycopeptide resistance accessory protein VanW-G	ncbi	2021-Mar-27	NG_048471.1	abricate	abricate 1.0.1	100.0			1	846					+		100.0						VANCOMYCIN
GMGC10.023_027_205.BLA	GMGC10.95nr_block_0020	blaLAP-2	class A beta-lactamase LAP-2	ncbi	2021-Mar-27	NG_049264.1	abricate	abricate 1.0.1	99.88			1	859					+		100.0						BETA-LACTAM
GMGC10.024_936_708.YBXI	GMGC10.95nr_block_0020	blaOXA-284	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-284	ncbi	2021-Mar-27	NG_049582.1	abricate	abricate 1.0.1	100.0			1	831					+		100.0						CARBAPENEM
GMGC10.025_531_247.AADK	GMGC10.95nr_block_0020	str	streptomycin adenylyltransferase Str	ncbi	2021-Mar-27	NG_048080.1	abricate	abricate 1.0.1	94.7			13	861					+		100.0						STREPTOMYCIN
GMGC10.033_799_928.YBXI	GMGC10.95nr_block_0020	blaOXA-235	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-235	ncbi	2021-Mar-27	NG_049530.1	abricate	abricate 1.0.1	100.0			1	831					+		100.0						CARBAPENEM
GMGC10.037_145_599.ERMX	GMGC10.95nr_block_0020	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	ncbi	2021-Mar-27	NG_047851.1	abricate	abricate 1.0.1	99.18			1	855					+		100.0						MACROLIDE
GMGC10.037_185_560.ERMX	GMGC10.95nr_block_0020	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	ncbi	2021-Mar-27	NG_047851.1	abricate	abricate 1.0.1	97.66			1	855					+		100.0						MACROLIDE
GMGC10.007_162_725.AADA	GMGC10.95nr_block_0021	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	ncbi	2021-Mar-27	NG_052230.1	abricate	abricate 1.0.1	99.87			1	769					+		97.1						STREPTOMYCIN
GMGC10.010_055_999.AADK	GMGC10.95nr_block_0021	str	streptomycin adenylyltransferase Str	ncbi	2021-Mar-27	NG_048080.1	abricate	abricate 1.0.1	99.88			49	897					+		100.0						STREPTOMYCIN
GMGC10.012_526_639.AACC	GMGC10.95nr_block_0021	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	ncbi	2021-Mar-27	NG_047251.1	abricate	abricate 1.0.1	95.12			1	860					+		99.88						GENTAMICIN
GMGC10.013_913_593.UNKNOWN	GMGC10.95nr_block_0021	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	ncbi	2021-Mar-27	NG_064660.1	abricate	abricate 1.0.1	100.0			1	766					+		86.55						MACROLIDE
GMGC10.023_834_859.BLA	GMGC10.95nr_block_0021	blaCTX-M-152	class A extended-spectrum beta-lactamase CTX-M-152	ncbi	2021-Mar-27	NG_048938.1	abricate	abricate 1.0.1	100.0			4	876					+		100.0						CEPHALOSPORIN
GMGC10.027_771_681.BLA	GMGC10.95nr_block_0021	blaCTX-M-63	class A extended-spectrum beta-lactamase CTX-M-63	ncbi	2021-Mar-27	NG_049014.1	abricate	abricate 1.0.1	100.0			1	873					+		100.0						CEPHALOSPORIN
GMGC10.034_142_617.MBL1	GMGC10.95nr_block_0021	blaSPR-1	putative metallo-beta-lactamase SPR-1	ncbi	2021-Mar-27	NG_052102.1	abricate	abricate 1.0.1	82.29			1	892					+		99.44						CARBAPENEM
GMGC10.004_192_507.AACA-APHD	GMGC10.95nr_block_0022	aph(2'')-IIa	aminoglycoside O-phosphotransferase APH(2'')-IIa	ncbi	2021-Mar-27	NG_047400.1	abricate	abricate 1.0.1	100.0			1	900					+		100.0						AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN
GMGC10.004_432_995.UNKNOWN	GMGC10.95nr_block_0022	blaOXA-184	class D beta-lactamase OXA-184	ncbi	2021-Mar-27	NG_049485.1	abricate	abricate 1.0.1	99.87			166	912					+		100.0						BETA-LACTAM
GMGC10.013_354_602.BLA	GMGC10.95nr_block_0022	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	ncbi	2021-Mar-27	NG_050145.1	abricate	abricate 1.0.1	99.88			47	906					+		99.88						BETA-LACTAM
GMGC10.017_674_129.YBXI	GMGC10.95nr_block_0022	blaOXA-396	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-396	ncbi	2021-Mar-27	NG_049685.1	abricate	abricate 1.0.1	100.0			115	903					+		100.0						BETA-LACTAM
GMGC10.034_335_074.BLA	GMGC10.95nr_block_0022	hugA	class A beta-lactamase	ncbi	2021-Mar-27	NG_047908.1	abricate	abricate 1.0.1	84.74			1	897					+		99.22						BETA-LACTAM
GMGC10.043_071_219.ERMA	GMGC10.95nr_block_0022	erm(T)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T)	ncbi	2021-Mar-27	NG_047841.1	abricate	abricate 1.0.1	99.73			191	924					+		99.86						MACROLIDE
GMGC10.002_072_504.YBXI	GMGC10.95nr_block_0023	blaOXA-396	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-396	ncbi	2021-Mar-27	NG_049685.1	abricate	abricate 1.0.1	99.87			1	788					+		99.87						BETA-LACTAM
GMGC10.006_565_390.NEO	GMGC10.95nr_block_0023	aph(3')-IIc	aminoglycoside O-phosphotransferase APH(3')-IIc	ncbi	2021-Mar-27	NG_051214.1	abricate	abricate 1.0.1	98.51			1	803					+		99.88						KANAMYCIN
GMGC10.009_514_150.YBXI	GMGC10.95nr_block_0023	blaCDD-1	class D beta-lactamase CDD-1	ncbi	2021-Mar-27	NG_065860.1	abricate	abricate 1.0.1	94.2			1	928					+		98.83						BETA-LACTAM
GMGC10.010_980_812.AADA	GMGC10.95nr_block_0023	aadA22	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA22	ncbi	2021-Mar-27	NG_047348.1	abricate	abricate 1.0.1	99.75			151	942					+		100.0						STREPTOMYCIN
GMGC10.019_545_422.YBXI	GMGC10.95nr_block_0023	blaOXA-10	oxacillin-hydrolyzing class D beta-lactamase OXA-10	ncbi	2021-Mar-27	NG_049393.1	abricate	abricate 1.0.1	100.0			154	954					+		100.0						CEPHALOSPORIN
GMGC10.032_960_610.SCLAV_1890	GMGC10.95nr_block_0023	lnu(F)	lincosamide nucleotidyltransferase Lnu(F)	ncbi	2021-Mar-27	NG_047927.1	abricate	abricate 1.0.1	99.86			1	694					+		84.43						LINCOSAMIDE
GMGC10.008_741_437.FOLP	GMGC10.95nr_block_0024	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	ncbi	2021-Mar-27	NG_048089.1	abricate	abricate 1.0.1	99.85			1	676					+		81.64						SULFONAMIDE
GMGC10.011_096_132.AADA	GMGC10.95nr_block_0024	aadA13	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13	ncbi	2021-Mar-27	NG_047334.1	abricate	abricate 1.0.1	100.0			190	987					+		100.0						STREPTOMYCIN
GMGC10.012_152_888.STRA	GMGC10.95nr_block_0024	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	ncbi	2021-Mar-27	NG_056002.2	abricate	abricate 1.0.1	99.88			157	984					+		100.0						STREPTOMYCIN
GMGC10.013_765_699.AADA	GMGC10.95nr_block_0024	aadA16	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16	ncbi	2021-Mar-27	NG_047339.1	abricate	abricate 1.0.1	100.0			130	975					+		100.0						STREPTOMYCIN
GMGC10.014_038_935.UNKNOWN	GMGC10.95nr_block_0024	blaSHV-12	class A extended-spectrum beta-lactamase SHV-12	ncbi	2021-Mar-27	NG_050590.1	abricate	abricate 1.0.1	100.0			169	996					-		96.17						CEPHALOSPORIN
GMGC10.014_765_504.LDHA	GMGC10.95nr_block_0024	vanH-A	D-lactate dehydrogenase VanH-A	ncbi	2021-Mar-27	NG_048372.1	abricate	abricate 1.0.1	100.0			13	981					+		100.0						VANCOMYCIN
GMGC10.032_955_009.AACC	GMGC10.95nr_block_0024	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	ncbi	2021-Mar-27	NG_047244.1	abricate	abricate 1.0.1	99.88			1	846					+		98.26						GENTAMICIN
GMGC10.042_494_190.BLA	GMGC10.95nr_block_0024	blaDES-1	class A extended-spectrum beta-lactamase DES-1	ncbi	2021-Mar-27	NG_049054.1	abricate	abricate 1.0.1	82.94			1	981					+		99.59						BETA-LACTAM
GMGC10.004_302_795.TNPCX	GMGC10.95nr_block_0025	aac(3)-XI	aminoglycoside N-acetyltransferase AAC(3)-XI	ncbi	2021-Mar-27	NG_050595.1	abricate	abricate 1.0.1	100.0			574	1020					+		100.0						AMINOGLYCOSIDE
GMGC10.012_299_178.AADA	GMGC10.95nr_block_0025	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	ncbi	2021-Mar-27	NG_051846.1	abricate	abricate 1.0.1	100.0			217	1008					+		100.0						STREPTOMYCIN
GMGC10.014_629_124.UNKNOWN	GMGC10.95nr_block_0025	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	ncbi	2021-Mar-27	NG_047986.1	abricate	abricate 1.0.1	99.24			75	996					-		100.0						MACROLIDE
GMGC10.022_646_573.FOLP	GMGC10.95nr_block_0025	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	ncbi	2021-Mar-27	NG_051852.1	abricate	abricate 1.0.1	99.88			217	1029					+		99.63						SULFONAMIDE
GMGC10.026_686_911.SCLAV_5006	GMGC10.95nr_block_0025	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	ncbi	2021-Mar-27	NG_047387.1	abricate	abricate 1.0.1	100.0			481	1014					+		100.0						GENTAMICIN;KANAMYCIN;TOBRAMYCIN
GMGC10.002_072_838.NEO	GMGC10.95nr_block_0026	aph(3')-IIb	aminoglycoside O-phosphotransferase APH(3')-IIb	ncbi	2021-Mar-27	NG_047424.1	abricate	abricate 1.0.1	99.38			1	806					+		99.88						KANAMYCIN
GMGC10.007_613_115.AMPC	GMGC10.95nr_block_0026	blaCMY-100	class C beta-lactamase CMY-100	ncbi	2021-Mar-27	NG_048770.1	abricate	abricate 1.0.1	91.16			1	1074					+		93.54						CEPHALOSPORIN
GMGC10.012_917_953.STRB	GMGC10.95nr_block_0026	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	ncbi	2021-Mar-27	NG_047464.1	abricate	abricate 1.0.1	100.0			369	1053					+		81.84						STREPTOMYCIN
GMGC10.013_153_843.DDL	GMGC10.95nr_block_0026	vanG	D-alanine--D-serine ligase VanG	ncbi	2021-Mar-27	NG_048369.1	abricate	abricate 1.0.1	100.0			1	1050					+		100.0						VANCOMYCIN
GMGC10.026_955_171.DDL	GMGC10.95nr_block_0026	vanC2/3	D-alanine--D-serine ligase VanC2/3	ncbi	2021-Mar-27	NG_048346.1	abricate	abricate 1.0.1	99.33			1	1053					+		100.0						VANCOMYCIN
GMGC10.023_284_573.AMPC	GMGC10.95nr_block_0027	blaCSA-1	class C beta-lactamase CSA-1	ncbi	2021-Mar-27	NG_062223.1	abricate	abricate 1.0.1	98.14			1	1128					+		100.0						CEPHALOTHIN
GMGC10.025_805_222.AMPC	GMGC10.95nr_block_0027	blaSRT-2	cephalosporin-hydrolyzing class C beta-lactamase SRT-2	ncbi	2021-Mar-27	NG_050143.1	abricate	abricate 1.0.1	93.84			1	1137					+		100.0						CEPHALOSPORIN
GMGC10.026_413_019.AMPC	GMGC10.95nr_block_0027	blaEC-15	class C extended-spectrum beta-lactamase EC-15	ncbi	2021-Mar-27	NG_049081.1	abricate	abricate 1.0.1	90.74			1	1134					+		100.0						CEPHALOSPORIN
GMGC10.026_866_409.DACF	GMGC10.95nr_block_0027	vanY-D	transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D	ncbi	2021-Mar-27	NG_048525.2	abricate	abricate 1.0.1	96.06			25	1090					+		99.81						VANCOMYCIN
GMGC10.032_958_580.BLA	GMGC10.95nr_block_0027	blaSHV-1	class A broad-spectrum beta-lactamase SHV-1	ncbi	2021-Mar-27	NG_049989.1	abricate	abricate 1.0.1	99.76			1	821					+		95.35						BETA-LACTAM
GMGC10.034_717_946.UNKNOWN	GMGC10.95nr_block_0027	vanS-G	VanG-type vancomycin resistance histidine kinase VanS	ncbi	2021-Mar-27	NG_048435.1	abricate	abricate 1.0.1	100.0			25	1131					+		100.0						VANCOMYCIN
GMGC10.035_320_510.BLA	GMGC10.95nr_block_0027	blaCARB-2	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-2	ncbi	2021-Mar-27	NG_048722.1	abricate	abricate 1.0.1	100.0			229	1095					+		100.0						BETA-LACTAM
GMGC10.036_222_006.UNKNOWN	GMGC10.95nr_block_0027	vanS-C	VanC-type vancomycin resistance histidine kinase VanS	ncbi	2021-Mar-27	NG_051722.1	abricate	abricate 1.0.1	89.3			1	1131					+		100.0						VANCOMYCIN
GMGC10.044_463_528.AMPC	GMGC10.95nr_block_0027	blaDHA-12	class C beta-lactamase DHA-12	ncbi	2021-Mar-27	NG_049057.1	abricate	abricate 1.0.1	98.86			1	1140					+		100.0						CEPHALOSPORIN
GMGC10.046_531_661.AMPC	GMGC10.95nr_block_0027	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	ncbi	2021-Mar-27	NG_049085.1	abricate	abricate 1.0.1	99.47			1	1134					+		100.0						CEPHALOSPORIN
